Network|Station|Latitude|Longitude|Elevation|Sitename|StartTime|EndTime
ZE|1074|62.869764|-149.843779|373.8|1074|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1075|62.877373|-149.832499|379.6|1075|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1076|62.876769|-149.813021|351.9|1076|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1077|62.879502|-149.794453|372.9|1077|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1078|62.885616|-149.78136|402.1|1078|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1079|62.89005|-149.762365|400.4|1079|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1080|62.893312|-149.744463|413.1|1080|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1081|62.899791|-149.733905|429.8|1081|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1082|62.906329|-149.720894|399.9|1082|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1083|62.91434|-149.711395|399.5|1083|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1084|62.922236|-149.70127|407.6|1084|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1085|62.930134|-149.693521|417.8|1085|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1086|62.937043|-149.680109|450.5|1086|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1087|62.945105|-149.6714|475.5|1087|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1088|62.951994|-149.660158|497.1|1088|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1089|62.957662|-149.644702|528.2|1089|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1090|62.965412|-149.634415|552.4|1090|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1091|62.974325|-149.630923|527.6|1091|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1092|62.982956|-149.625538|555.1|1092|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1093|62.991181|-149.622968|541.2|1093|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1094|62.997211|-149.614837|570.4|1094|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1095|63.00566|-149.600581|569.6|1095|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1096|63.013165|-149.593341|574.4|1096|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1097|63.022091|-149.589979|549.7|1097|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1098|63.030947|-149.58575|537.7|1098|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1099|63.039802|-149.585724|529.8|1099|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1100|63.046762|-149.572765|489.0|1100|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1101|63.05343|-149.561283|460.0|1101|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1103|63.066529|-149.540574|480.3|1103|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1104|63.076311|-149.530646|556.9|1104|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1105|63.083653|-149.5226|566.4|1105|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1106|63.09162|-149.511118|574.7|1106|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1107|63.098773|-149.497958|572.0|1107|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1108|63.106174|-149.489947|543.4|1108|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1109|63.113714|-149.47979|542.1|1109|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1110|63.120183|-149.466959|547.5|1110|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1111|63.126716|-149.454887|532.0|1111|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1112|63.135254|-149.444983|525.5|1112|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1113|63.140711|-149.428868|534.4|1113|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1114|63.147264|-149.421632|548.6|1114|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1115|63.153783|-149.407226|558.8|1115|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1116|63.160286|-149.396042|570.3|1116|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1117|63.167518|-149.389575|625.6|1117|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1118|63.176084|-149.379094|638.7|1118|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1119|63.183987|-149.368847|633.4|1119|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1120|63.191906|-149.357344|638.1|1120|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1121|63.19838|-149.343893|636.4|1121|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1122|63.204495|-149.330429|639.3|1122|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1123|63.211315|-149.316267|638.3|1123|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1124|63.21676|-149.300608|643.3|1124|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1125|63.22294|-149.286523|655.9|1125|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1126|63.230096|-149.274017|646.1|1126|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1127|63.237204|-149.262613|654.4|1127|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1128|63.243121|-149.250903|663.2|1128|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1130|63.258694|-149.252025|684.5|1130|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1131|63.265663|-149.24022|694.0|1131|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1132|63.272654|-149.226181|700.2|1132|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1133|63.280963|-149.216818|713.9|1133|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1134|63.288827|-149.213446|717.7|1134|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1135|63.296499|-149.206133|723.8|1135|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1136|63.303691|-149.190045|733.3|1136|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1137|63.309403|-149.175829|731.8|1137|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1138|63.3146|-149.160576|722.8|1138|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1139|63.321303|-149.14533|736.7|1139|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1140|63.327235|-149.13066|726.1|1140|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1141|63.333495|-149.116939|725.3|1141|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1142|63.338729|-149.100594|727.7|1142|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1143|63.344337|-149.082089|713.2|1143|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1144|63.348906|-149.066912|711.3|1144|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1145|63.353686|-149.053416|700.7|1145|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1146|63.358458|-149.034692|693.7|1146|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1147|63.362104|-149.015436|698.9|1147|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1148|63.368117|-149.000159|675.6|1148|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1149|63.372426|-148.983698|690.2|1149|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1150|63.374165|-148.963725|679.7|1150|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1151|63.377714|-148.94514|665.0|1151|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1152|63.380852|-148.927312|654.7|1152|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1153|63.386244|-148.907745|654.2|1153|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1154|63.392871|-148.898712|652.2|1154|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1155|63.400678|-148.889143|645.9|1155|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1156|63.409151|-148.884498|637.9|1156|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1157|63.41789|-148.880222|634.8|1157|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1158|63.426986|-148.877391|632.9|1158|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1159|63.435017|-148.866363|626.9|1159|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1160|63.440619|-148.852805|623.2|1160|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1161|63.446988|-148.836696|618.8|1161|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1162|63.45222|-148.821322|617.7|1162|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1163|63.45607|-148.806827|613.4|1163|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1164|63.463542|-148.805967|648.4|1164|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1165|63.472761|-148.817185|628.9|1165|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1166|63.481088|-148.820449|614.9|1166|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1167|63.489657|-148.821687|612.0|1167|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1168|63.498004|-148.815591|613.5|1168|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1169|63.508236|-148.814872|616.1|1169|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1170|63.515478|-148.807062|600.4|1170|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1171|63.523484|-148.803513|596.2|1171|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1172|63.532438|-148.807602|597.7|1172|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1173|63.541291|-148.807323|594.2|1173|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1174|63.549765|-148.812151|595.9|1174|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1175|63.557392|-148.822071|592.4|1175|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1176|63.566584|-148.817129|612.2|1176|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1177|63.574772|-148.811191|640.4|1177|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1178|63.583631|-148.807273|634.5|1178|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1179|63.592065|-148.806954|653.8|1179|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1180|63.601173|-148.800466|657.9|1180|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1181|63.608591|-148.790558|659.9|1181|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1182|63.616642|-148.783681|644.2|1182|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1183|63.625923|-148.782937|643.4|1183|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1184|63.634031|-148.788115|634.4|1184|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1185|63.642035|-148.798385|626.1|1185|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1186|63.648384|-148.811828|611.7|1186|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1187|63.652448|-148.830025|584.6|1187|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1188|63.659954|-148.840353|577.8|1188|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1189|63.667713|-148.833269|583.3|1189|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1190|63.675332|-148.825525|576.9|1190|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1191|63.682447|-148.836704|557.1|1191|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1192|63.689294|-148.84788|552.3|1192|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1193|63.694582|-148.862038|559.8|1193|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1194|63.701291|-148.878137|557.6|1194|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1195|63.708898|-148.885553|550.8|1195|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1196|63.717695|-148.895048|536.4|1196|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1197|63.72594|-148.890259|484.4|1197|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1199|63.741684|-148.893388|486.8|1199|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1200|63.750189|-148.899|477.7|1200|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1201|63.759115|-148.901894|445.8|1201|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1202|63.766817|-148.910597|455.3|1202|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1203|63.775689|-148.910739|438.9|1203|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1204|63.784095|-148.913211|443.0|1204|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1205|63.792526|-148.921068|463.3|1205|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1206|63.800635|-148.928572|480.5|1206|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1207|63.804335|-148.945445|505.1|1207|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1208|63.807857|-148.962058|533.3|1208|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1209|63.814693|-148.975645|520.9|1209|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1211|63.828531|-149.000737|536.7|1211|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1212|63.836897|-149.010507|537.3|1212|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1213|63.84568|-149.014536|538.6|1213|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1214|63.852804|-149.011674|510.2|1214|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1215|63.8624|-149.018005|456.4|1215|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1216|63.87147|-149.020315|456.1|1216|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1217|63.878865|-149.024133|438.8|1217|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1218|63.887276|-149.037099|433.4|1218|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1219|63.894582|-149.048372|419.4|1219|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1220|63.901385|-149.063137|451.8|1220|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1221|63.908846|-149.074142|418.3|1221|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1222|63.915724|-149.084819|416.1|1222|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1223|63.923932|-149.091033|418.8|1223|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1224|63.931988|-149.098574|415.9|1224|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1225|63.938813|-149.112822|431.6|1225|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1226|63.947016|-149.118547|420.7|1226|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1227|63.955506|-149.121503|412.0|1227|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1228|63.963936|-149.125224|413.0|1228|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1229|63.973911|-149.121363|405.5|1229|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1230|63.982154|-149.121513|363.8|1230|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1231|63.988996|-149.129765|335.8|1231|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1232|63.997762|-149.135315|335.2|1232|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1233|64.005705|-149.13754|333.8|1233|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1234|64.01491|-149.142881|318.2|1234|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1235|64.023862|-149.145721|321.3|1235|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1236|64.032746|-149.145261|322.3|1236|2019-02-11T00:00:00|2019-03-26T23:59:59
