date,flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
20190221,529611855,0,,,,F7301,,,
20190222,529797746,0,,,,G0943,,,
20190222,529800105,0,,,,,,,
20190222,529816017,0,,,,G0957,,,
20190222,529832247,0,,,,N787AD,,,
20190222,529930264,0,,B18T,TNV131,,ANC,,
20190222,529931912,0,,,,G321,,,
20190222,529948401,0,,B18T,TNV131,,,,
20190222,529954504,0,,,,G323,,,
20190222,529965681,0,,,RVF8161,7H8161,,,
20190222,529974228,0,,,,,,,
20190222,529978724,0,,,,,,,
20190223,529995268,0,,,,,,,
20190223,530126312,0,,C441,SVX41,,ANC,,
20190223,529980597,0,,DH8A,RVF919,7H919,FAI,ANC,ANC
20190224,530265386,0,,,,,,,
20190225,530440626,0,,,,G9976,,,
20190225,530474970,0,,,,,,,
20190226,530653493,0,,,,H3379,,,
20190226,530670515,0,,C441,SVX45,,BTI,,
20190226,530658000,0,,C441,SVX41,,ANC,,
20190226,530648372,0,,C441,SVX45,,ANC,,
20190226,530510747,0,,,,H1787,,,
20190227,530839854,0,,SW4,TNV132,,ANC,,
20190227,530853917,0,,SW4,TNV132,,FAI,,
20190227,530703618,0,,,,H4610,,,
20190227,530853578,0,,,,,,,
20190227,530873327,0,,,,H6786,,,
20190227,530703596,0,,,,H565,,,
20190227,530863894,0,,DH8A,RVF8122,7H8122,FAI,ANC,ANC
20190227,530822822,0,,,,H6757,,,
20190228,530898349,0,,,,,,,
20190228,530897718,0,,,,H8434,,,
20190228,531018386,0,,,,K0280,,,
20190228,531035994,0,,,CON172,,SCC,,
20190228,530999913,0,,,,K0259,,,
20190228,531074416,0,,,,K0294,,,
20190228,531075097,0,,,,N3255,,,
20190228,530899003,0,,,CON352,,,,
20190228,531022273,0,,B18T,TNV131,,ANC,,
20190228,531019192,0,,B737,CON271,,ANC,,
20190228,531039080,0,,,TNV131,,,,
20190228,531035155,0,,,,K0260,,,
20190228,531074861,0,,,CON272,,FAI,ANC,ANC
20190301,531106546,0,,,,K241,,,
20190301,531214310,0,,B18T,TNV131,,,,
20190301,531204245,0,,,,,,,
20190301,531272112,0,,,,K4943,,,
20190301,531240338,0,,C441,SVX41,,BTI,ANC,ANC
20190301,531220745,0,,,,K462,,,
20190301,531217301,0,,,SVX41,,,,
20190301,531236244,0,,,CON351,,,UUK,UUK
20190301,531247451,0,,,,K441,,,
20190302,531315946,0,,,,,,,
20190302,531333980,0,,,,,,,
20190303,531557468,0,,,,,,,
20190304,531711955,0,,,,M174,,,
20190304,531703016,0,,,,,,,
20190304,531730769,0,,,,M113,,,
20190305,531772717,0,,,CON431,,ANC,,
20190305,531899636,0,,SW4,TNV132,,ANC,,
20190305,531913703,0,,,TNV132,,FAI,,
20190305,531886118,0,,,,M4257,,,
20190305,531760390,0,,DH8A,RVF919,7H919,FAI,ANC,ANC
20190305,531939005,0,,,,M5221,,,
20190306,532113754,0,,SW4,TNV132,,FAI,,
20190306,532115657,0,,DH8A,RVF8122,7H8122,FAI,ANC,ANC
20190306,532128529,0,,,,M7601,,,
20190306,532098214,0,,,TNV132,,ANC,,
20190306,532125767,0,,,,M7615,,,
20190306,532076600,0,,,,M7576,,,
20190306,532097388,0,,,,,,,
20190306,531950539,0,,,,M5801,,,
20190307,532278142,0,,SW4,TNV132,,ANC,,
20190307,532275077,0,,,,,,,
20190307,532145334,0,,,,,,,
20190307,532326007,0,,,,,,,
20190307,532153809,0,,,,M9331,,,
20190307,532304654,0,,,,,,,
20190307,532131051,0,,DH8A,RVF919,7H919,FAI,ANC,ANC
20190307,532294187,0,,,TNV132,,FAI,,
20190308,532353255,0,,,TN641AT,,SCC,,
20190308,532344104,0,,,,S2594,,,
20190308,532530420,0,,,,S699,,,
20190308,532505788,0,,,,,,,
20190308,532377633,0,,,,,,,
20190308,532488702,0,,,,S538,,,
20190308,532471895,0,,SW4,TNV132,,ANC,,
20190308,532485323,0,,,TNV132,,FAI,,
20190309,532520957,0,,DH8A,RVF919,7H919,FAI,ANC,ANC
20190309,532692343,0,,C208,HAG75N,,FAI,,
20190309,532682900,0,,DH8A,RVF8161,7H8161,SCC,ANC,ANC
20190310,532696393,0,,,,,,,
20190310,532692343,0,,C208,HAG75N,,FAI,,
20190310,532708269,0,,,,,,,
20190311,533032439,0,,SW4,TNV93,,FAI,,
20190311,532894974,0,,,,,,,
20190311,532870946,0,,CRJ2,RVF906,7H906,ANC,FAI,FAI
20190311,532967708,0,,,,,,,
20190311,533021368,0,,,TNV93,,ANC,,
20190311,533015022,0,,,,L2405,,,
20190311,533022719,0,,DH8A,RVF919,7H919,FAI,ANC,ANC
20190311,532986063,0,,,,T1895,,,
20190311,533043092,0,,,,T3529,,,
20190312,533225699,0,,,,T6639,,,
20190312,533180629,0,,,,,,,
20190312,533164222,0,,SW4,TNV132,,,,
20190312,533178230,0,,,TNV132,,FAI,,
20190312,533155611,0,,,,T5120,,,
20190312,533173527,0,,,,,,,
20190313,533366220,0,,,,T8398,,,
20190313,533384299,0,,DH8A,RVF8122,7H8122,FAI,ANC,ANC
20190313,533341073,0,,,,T8386,,,
20190313,533412364,0,,,,T9993,,,
20190313,533393031,0,,,,,,,
20190313,533350213,0,,SW4,TNV132,,ANC,,
20190313,533367727,0,,,TNV132,,FAI,,
20190313,533388939,0,,,,,,,
20190314,533523726,0,,,,V1877,,,
20190314,533444092,0,,,,,,,
20190314,533532517,0,,,CON271,,ANC,,
20190314,533595343,0,,,TUD00H,,,,
20190314,533532079,0,,,,V1915,,,
20190314,533574212,0,,,CON351,,ANC,,
20190314,533579047,0,,,,,,,
20190314,533550349,0,,,,N3255,,,
20190314,533582807,0,,,,V1928,,,
20190314,533535464,0,,,TNV132,,ANC,,
20190314,533598192,0,,,,,,,
20190314,533551390,0,,,TNV132,,FAI,,
20190314,533599897,0,,,,,,,
20190315,533774454,0,,SW4,TNV95,,FAI,,
20190315,533724458,0,,SW4,TNV132,,ANC,,
20190315,533740094,0,,,TNV132,,FAI,,
20190315,533625354,0,,DH8A,RVF8161,7H8161,SCC,ANC,ANC
20190315,533777762,0,,,,N3255,,,
20190315,533734536,0,,,,V5906,,,
20190315,533770412,0,,,,,,,
20190315,533786780,0,,,,V6938,,,
20190315,533760980,0,,SW4,TNV95,,ANC,,
20190315,533765030,0,,,,,,,
20190315,533788726,0,,,,N3255,,,
20190315,533733439,0,,,,V5930,,,
20190315,533762501,0,,,,,,,
20190315,533778638,0,,DH8A,RVF919,7H919,FAI,ANC,ANC
20190316,533806747,0,,,,V6947,,,
20190316,533778638,0,,DH8A,RVF919,7H919,FAI,ANC,ANC
20190316,533934559,0,,,,,,,
20190317,534078196,0,,,,,,,
20190318,534283777,0,,,CON131,,ANC,,
20190318,534282758,0,,,,X3140,,,
20190318,534289592,0,,,,X3168,,,
20190319,534480894,0,,,,,,,
20190319,534484406,0,,,,X6192,,,
20190319,534542221,0,,,,X7805,,,
20190319,534496304,0,,,,X6163,,,
20190319,534534600,0,,,,,,,
20190319,534522655,0,,,,X6213,,,
20190319,534463435,0,,,,X6162,,,
20190319,534519028,0,,C441,SVX41,,ANC,,
20190319,534506862,0,,,,X6177,,,
20190319,534534047,0,,,,X6226,,,
20190319,534494218,0,,,TNV132,,FAI,,
20190319,534474064,0,,SW4,TNV132,,ENA,,
20190320,534737473,0,,,,N3255,,,
20190320,534718092,0,,,,X9651,,,
20190320,534691927,0,,,TNV132,,FAI,,
20190320,534742639,0,,,,N3255,,,
20190320,534673235,0,,,,X9636,,,
20190320,534736445,0,,,,,,,
20190320,534710521,0,,,,,,,
20190320,534674516,0,,SW4,TNV132,,ANC,,
20190320,534544899,0,,,TN291DT,,FAI,,
20190320,534569872,0,,,,,,,
20190320,534630956,0,,,,,,,
20190320,534555346,0,,,,,,,
20190320,534660590,0,,,,X9615,,,
20190320,534584083,0,,,,,,,
20190320,534556835,0,,,,,,,
20190321,534925110,0,,,,Y3128,,,
20190321,534764193,0,,,,,,,
20190321,534787678,0,,,,,,,
20190321,534890090,0,,,TNV132,,FAI,,
20190321,534922976,0,,,TN291DT,,,,
20190321,534940911,0,,,,Y4503,,,
20190321,534890116,0,,,,,,,
20190321,534744946,0,,,,Y1469,,,
20190321,534915143,0,,,,Y3141,,,
20190321,534870874,0,,,,Y3121,,,
20190321,534873038,0,,SW4,TNV132,,ANC,,
20190322,535115783,0,,,,Y9928,,,
20190322,535100562,0,,,,N3255,,,
20190322,534973433,0,,,,,,,
20190322,535097397,0,,,,Y6900,,,
20190322,535076520,0,,SW4,TNV132,,ANC,,
20190322,535058178,0,,,,,,,
20190322,534963483,0,,,,,,,
20190322,535140892,0,,,,Y7652,,,
20190322,535064712,0,,,,,,,
20190322,535093909,0,,,TNV132,,FAI,,
20190323,535312546,0,,DH8A,RVF8161,7H8161,SCC,ANC,ANC
20190323,535278399,0,,B190,HAG75Z,,FAI,,
20190324,535459880,0,,,,,,,
20190325,535662867,0,,,CON132,,SCC,ANC,ANC
20190325,535662477,0,,,,Z3823,,,
20190325,535698045,0,,,CON431,,ANC,,
20190325,535640659,0,,,,Z3842,,,
20190326,535812692,0,,,,Z725,,,
20190326,535867231,0,,,RVF8161,7H8161,,,
20190326,535859939,0,,,,Z877,,,
20190326,535714720,0,,,,Z5564,,,
20190326,535866545,0,,,,,,,
20190326,535882528,0,,,,Z8512,,,
20190326,535846026,0,,,,,,,
